"attrition_flag","gender","customer_age","income_category","card_category","credit_limit","total_revolving_bal","avg_utilization_ratio","avg_open_to_buy","months_inactive_12_mon"
"Existing Customer","F",43,"Less than $40K","Blue",2725,2517,0.924,208,2
"Existing Customer","F",46,"$40K - $60K","Blue",1474,843,0.572,631,3
"Existing Customer","M",46,"$120K +","Blue",9880,1792,0.181,8088,3
"Existing Customer","M",58,"$60K - $80K","Blue",2467,1176,0.477,1291,2
"Existing Customer","M",46,"$60K - $80K","Blue",5397,2336,0.433,3061,2
"Existing Customer","M",50,"$80K - $120K","Blue",3370,1133,0.336,2237,3
"Attrited Customer","F",37,"Unknown","Blue",11239,0,0,11239,2
"Existing Customer","F",55,"$40K - $60K","Blue",2240,1231,0.55,1009,1
"Existing Customer","F",52,"Unknown","Blue",2737,1719,0.628,1018,1
"Existing Customer","F",48,"Less than $40K","Blue",4170,1384,0.332,2786,4
"Existing Customer","M",46,"$60K - $80K","Blue",21839,960,0.044,20879,3
"Existing Customer","F",49,"Less than $40K","Blue",1991,0,0,1991,3
"Existing Customer","M",55,"$120K +","Blue",29795,2364,0.079,27431,2
"Existing Customer","F",52,"$40K - $60K","Blue",1438.3,635,0.441,803.3,2
"Existing Customer","F",44,"Unknown","Blue",24221,1274,0.053,22947,3
"Existing Customer","M",42,"$60K - $80K","Blue",2131,1288,0.604,843,1
"Existing Customer","F",41,"Less than $40K","Blue",2787,2053,0.737,734,2
"Existing Customer","F",48,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","F",42,"Unknown","Blue",2712,0,0,2712,3
"Existing Customer","F",43,"Less than $40K","Blue",2605,2269,0.871,336,2
"Existing Customer","M",42,"$60K - $80K","Blue",5169,2296,0.444,2873,2
"Existing Customer","M",49,"$80K - $120K","Blue",4694,0,0,4694,3
"Existing Customer","F",50,"Less than $40K","Blue",1848,501,0.271,1347,3
"Existing Customer","M",43,"$60K - $80K","Blue",6039,1759,0.291,4280,1
"Existing Customer","M",54,"$120K +","Blue",5256,889,0.169,4367,2
"Existing Customer","F",48,"Less than $40K","Blue",1708,1059,0.62,649,2
"Existing Customer","F",57,"Less than $40K","Blue",1629,1185,0.727,444,3
"Existing Customer","M",54,"$60K - $80K","Blue",20401,0,0,20401,1
"Existing Customer","M",56,"$120K +","Blue",3296,1435,0.435,1861,3
"Existing Customer","M",48,"$120K +","Blue",8956,1279,0.143,7677,1
"Existing Customer","F",49,"Less than $40K","Blue",1438.3,786,0.546,652.3,3
"Existing Customer","F",46,"Less than $40K","Blue",2671,1713,0.641,958,2
"Existing Customer","F",58,"Less than $40K","Blue",2493,1566,0.628,927,3
"Existing Customer","F",59,"Less than $40K","Blue",2687,2452,0.913,235,3
"Existing Customer","F",37,"$40K - $60K","Blue",2208,1559,0.706,649,2
"Attrited Customer","F",38,"Less than $40K","Blue",4196,731,0.174,3465,3
"Existing Customer","F",47,"Unknown","Blue",12581,1235,0.098,11346,2
"Existing Customer","M",41,"$80K - $120K","Blue",17890,2517,0.141,15373,2
"Existing Customer","F",48,"Less than $40K","Blue",1930,0,0,1930,6
"Existing Customer","F",36,"Unknown","Blue",8513,0,0,8513,3
"Existing Customer","M",40,"$80K - $120K","Blue",9599,2356,0.245,7243,3
"Existing Customer","M",38,"$80K - $120K","Blue",3192,2517,0.789,675,2
"Existing Customer","F",43,"Unknown","Blue",2778,2517,0.906,261,5
"Attrited Customer","F",61,"Unknown","Blue",3293,0,0,3293,2
"Existing Customer","F",48,"$40K - $60K","Blue",7268,0,0,7268,4
"Existing Customer","F",43,"Less than $40K","Blue",1721,729,0.424,992,3
"Existing Customer","M",38,"$80K - $120K","Blue",3976,1667,0.419,2309,3
"Existing Customer","F",52,"Less than $40K","Blue",1954,808,0.414,1146,2
"Existing Customer","M",44,"$120K +","Blue",12725,1759,0.138,10966,2
"Existing Customer","F",40,"Unknown","Blue",2690,1935,0.719,755,3
"Existing Customer","F",48,"$40K - $60K","Blue",2926,716,0.245,2210,3
"Existing Customer","M",46,"$80K - $120K","Blue",2371,1748,0.737,623,1
"Existing Customer","F",44,"Unknown","Blue",7751,1965,0.254,5786,1
"Attrited Customer","F",42,"Less than $40K","Blue",1601,0,0,1601,3
"Attrited Customer","F",34,"Less than $40K","Blue",2401,496,0.207,1905,3
"Attrited Customer","M",39,"$60K - $80K","Blue",2187,0,0,2187,3
"Existing Customer","F",57,"Unknown","Blue",4661,1734,0.372,2927,2
"Existing Customer","F",40,"Unknown","Blue",8494,2023,0.238,6471,3
"Existing Customer","M",36,"$80K - $120K","Blue",2262,1450,0.641,812,3
"Existing Customer","F",43,"Less than $40K","Blue",2525,1595,0.632,930,1
"Existing Customer","F",38,"Less than $40K","Blue",2450,1981,0.809,469,3
"Existing Customer","F",36,"Unknown","Blue",3926,1760,0.448,2166,3
"Attrited Customer","F",40,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",51,"Unknown","Blue",4789,2203,0.46,2586,2
"Existing Customer","F",41,"Less than $40K","Blue",2864,1928,0.673,936,3
"Existing Customer","F",43,"Unknown","Blue",4607,2440,0.53,2167,6
"Existing Customer","F",43,"Less than $40K","Blue",1971,979,0.497,992,3
"Attrited Customer","F",53,"Less than $40K","Blue",1473,0,0,1473,3
"Existing Customer","F",55,"$40K - $60K","Blue",3187,1437,0.451,1750,1
"Existing Customer","F",38,"Less than $40K","Blue",5589,0,0,5589,2
"Existing Customer","F",42,"Less than $40K","Blue",2346,1373,0.585,973,1
"Existing Customer","F",34,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",40,"Less than $40K","Blue",1826,944,0.517,882,1
"Attrited Customer","F",40,"$40K - $60K","Blue",2208,0,0,2208,2
"Existing Customer","F",35,"Less than $40K","Blue",1476,0,0,1476,3
"Existing Customer","F",51,"Less than $40K","Blue",2927,1499,0.512,1428,3
"Existing Customer","M",53,"$80K - $120K","Blue",4778,1869,0.391,2909,2
"Existing Customer","F",43,"Less than $40K","Blue",1438.3,743,0.517,695.3,2
"Existing Customer","F",46,"$40K - $60K","Silver",16239,1487,0.092,14752,3
"Existing Customer","M",37,"$120K +","Blue",11726,1925,0.164,9801,2
"Existing Customer","F",47,"Unknown","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",45,"Less than $40K","Blue",2647,1288,0.487,1359,1
"Existing Customer","F",50,"Unknown","Blue",2492,1410,0.566,1082,3
"Existing Customer","F",46,"Unknown","Blue",2418,1106,0.457,1312,3
"Existing Customer","M",50,"$120K +","Blue",17827,0,0,17827,3
"Existing Customer","F",49,"$40K - $60K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",54,"Less than $40K","Blue",1764,0,0,1764,3
"Existing Customer","F",47,"Less than $40K","Blue",1776,1519,0.855,257,2
"Existing Customer","M",46,"$120K +","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",47,"Unknown","Blue",1491,0,0,1491,2
"Existing Customer","F",46,"Less than $40K","Blue",2552,1879,0.736,673,1
"Existing Customer","F",42,"Less than $40K","Blue",2996,1992,0.665,1004,1
"Existing Customer","F",44,"$40K - $60K","Blue",1701,775,0.456,926,1
"Existing Customer","F",53,"Unknown","Blue",3998,0,0,3998,3
"Existing Customer","F",46,"Less than $40K","Blue",3025,2491,0.823,534,3
"Attrited Customer","F",48,"Less than $40K","Blue",3251,2517,0.774,734,1
"Existing Customer","M",51,"$60K - $80K","Blue",3031,1787,0.59,1244,1
"Existing Customer","M",57,"$60K - $80K","Silver",33211,0,0,33211,2
"Attrited Customer","F",59,"Less than $40K","Blue",1863,1853,0.995,10,3
"Existing Customer","F",35,"Less than $40K","Blue",2691,1935,0.719,756,1
"Existing Customer","F",45,"Less than $40K","Blue",2288,1249,0.546,1039,3
"Attrited Customer","F",42,"Less than $40K","Blue",3413,0,0,3413,3
"Existing Customer","M",40,"$40K - $60K","Silver",15471,1291,0.083,14180,2
"Existing Customer","F",40,"Less than $40K","Blue",2038,793,0.389,1245,1
"Existing Customer","F",47,"Less than $40K","Blue",1953,1089,0.558,864,2
"Attrited Customer","F",43,"$40K - $60K","Blue",4430,2203,0.497,2227,2
"Existing Customer","F",44,"Less than $40K","Blue",3398,2415,0.711,983,3
"Existing Customer","F",48,"Unknown","Blue",2021,1186,0.587,835,3
"Existing Customer","F",53,"Less than $40K","Blue",2329,2290,0.983,39,1
"Attrited Customer","F",34,"Less than $40K","Blue",1696,0,0,1696,3
"Existing Customer","F",52,"Unknown","Blue",4222,0,0,4222,1
"Attrited Customer","M",45,"$80K - $120K","Blue",6614,1881,0.284,4733,2
"Attrited Customer","F",42,"Less than $40K","Blue",3241,0,0,3241,3
"Attrited Customer","F",48,"Less than $40K","Blue",4204,0,0,4204,3
"Existing Customer","F",34,"Less than $40K","Blue",3234,971,0.3,2263,2
"Attrited Customer","F",40,"$40K - $60K","Blue",2473,2332,0.943,141,3
"Attrited Customer","M",42,"$60K - $80K","Blue",4836,493,0.102,4343,3
"Existing Customer","F",55,"Less than $40K","Blue",1438.3,0,0,1438.3,1
"Existing Customer","F",44,"Less than $40K","Blue",1438.3,541,0.376,897.3,3
"Attrited Customer","M",45,"Less than $40K","Blue",1438.3,1060,0.737,378.3,2
"Existing Customer","F",57,"Less than $40K","Silver",12675,2422,0.191,10253,1
"Attrited Customer","F",44,"Less than $40K","Blue",2228,0,0,2228,3
"Existing Customer","F",40,"Less than $40K","Blue",2813,2208,0.785,605,2
"Existing Customer","F",42,"Less than $40K","Blue",3223,0,0,3223,3
"Existing Customer","F",55,"$40K - $60K","Blue",2653,0,0,2653,3
"Attrited Customer","F",45,"Less than $40K","Blue",2745,2463,0.897,282,3
"Existing Customer","M",40,"$120K +","Blue",34516,0,0,34516,2
"Existing Customer","F",52,"Less than $40K","Blue",2516,1486,0.591,1030,3
"Existing Customer","F",46,"Less than $40K","Blue",1870,1785,0.955,85,3
"Existing Customer","F",56,"Unknown","Blue",3934,2517,0.64,1417,3
"Existing Customer","F",49,"Less than $40K","Blue",3038,2133,0.702,905,3
"Existing Customer","F",53,"Less than $40K","Blue",1982,1276,0.644,706,2
"Attrited Customer","F",31,"Unknown","Blue",1623,0,0,1623,2
"Existing Customer","M",55,"$120K +","Blue",3088,1743,0.564,1345,2
"Existing Customer","F",44,"Unknown","Blue",8064,2417,0.3,5647,3
"Attrited Customer","F",56,"Unknown","Blue",10016,1872,0.187,8144,3
"Existing Customer","F",54,"Unknown","Blue",4523,1841,0.407,2682,3
"Existing Customer","F",53,"Less than $40K","Blue",1944,1140,0.586,804,2
"Existing Customer","F",46,"Unknown","Blue",6083,1716,0.282,4367,2
"Existing Customer","F",38,"Unknown","Blue",2425,1396,0.576,1029,2
"Existing Customer","F",56,"$40K - $60K","Blue",2607,1702,0.653,905,2
"Existing Customer","F",53,"Less than $40K","Blue",1953,1215,0.622,738,2
"Existing Customer","M",41,"$60K - $80K","Blue",5813,1614,0.278,4199,3
"Existing Customer","F",43,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","F",41,"$40K - $60K","Blue",1588,0,0,1588,2
"Existing Customer","F",62,"Less than $40K","Blue",3749,1980,0.528,1769,2
"Existing Customer","F",42,"$40K - $60K","Blue",3734,2517,0.674,1217,3
"Existing Customer","F",56,"Unknown","Blue",1796,1243,0.692,553,1
"Attrited Customer","F",45,"Less than $40K","Blue",3223,243,0.075,2980,3
"Existing Customer","F",33,"$40K - $60K","Blue",2748,1867,0.679,881,2
"Existing Customer","F",57,"Less than $40K","Blue",2448,0,0,2448,1
"Existing Customer","F",49,"Less than $40K","Blue",2548,1998,0.784,550,1
"Existing Customer","F",46,"Less than $40K","Blue",1489,949,0.637,540,1
"Attrited Customer","F",38,"Unknown","Blue",8953,0,0,8953,3
"Attrited Customer","F",50,"Unknown","Blue",3187,986,0.309,2201,3
"Existing Customer","F",51,"Less than $40K","Blue",1757,0,0,1757,1
"Existing Customer","M",52,"$60K - $80K","Blue",2597,1740,0.67,857,3
"Existing Customer","F",45,"Unknown","Blue",5999,658,0.11,5341,3
"Existing Customer","F",56,"Less than $40K","Blue",3617,878,0.243,2739,2
"Existing Customer","F",56,"Less than $40K","Blue",3219,2114,0.657,1105,3
"Attrited Customer","M",41,"$80K - $120K","Blue",19782,868,0.044,18914,3
"Existing Customer","F",51,"Less than $40K","Blue",2522,1898,0.753,624,3
"Existing Customer","F",43,"Less than $40K","Blue",3327,2517,0.757,810,1
"Existing Customer","F",42,"Unknown","Blue",4708,0,0,4708,5
"Existing Customer","F",48,"Less than $40K","Blue",3745,2517,0.672,1228,3
"Attrited Customer","M",53,"$80K - $120K","Blue",11561,2189,0.189,9372,3
"Attrited Customer","F",44,"Unknown","Blue",8477,2517,0.297,5960,3
"Existing Customer","F",59,"Less than $40K","Blue",2120,1411,0.666,709,2
"Existing Customer","F",45,"Less than $40K","Blue",2867,1209,0.422,1658,3
"Existing Customer","F",45,"$40K - $60K","Blue",2293,1304,0.569,989,3
"Existing Customer","M",51,"$120K +","Blue",8671,590,0.068,8081,1
"Existing Customer","F",49,"Unknown","Silver",34516,1163,0.034,33353,3
"Existing Customer","F",43,"Unknown","Blue",2679,1694,0.632,985,3
"Existing Customer","M",38,"$80K - $120K","Blue",3224,0,0,3224,2
"Existing Customer","F",45,"Unknown","Blue",1438.3,745,0.518,693.3,2
"Existing Customer","M",54,"$80K - $120K","Blue",7773,2465,0.317,5308,3
"Attrited Customer","F",44,"Unknown","Blue",8075,317,0.039,7758,3
"Existing Customer","F",57,"Unknown","Blue",3052,1603,0.525,1449,1
"Existing Customer","M",51,"$120K +","Blue",7932,2140,0.27,5792,1
"Existing Customer","M",48,"$40K - $60K","Blue",1753,1434,0.818,319,2
"Existing Customer","F",48,"Less than $40K","Blue",5814,1176,0.202,4638,1
"Existing Customer","F",53,"$40K - $60K","Blue",1989,1003,0.504,986,2
"Existing Customer","F",55,"$40K - $60K","Blue",1843,1520,0.825,323,3
"Existing Customer","F",52,"Unknown","Blue",1438.3,1228,0.854,210.3,2
"Existing Customer","F",34,"$40K - $60K","Blue",2991,1830,0.612,1161,3
"Existing Customer","M",43,"$60K - $80K","Blue",9560,0,0,9560,3
"Attrited Customer","F",44,"Less than $40K","Blue",2616,2505,0.958,111,2
"Attrited Customer","F",54,"Less than $40K","Blue",2939,2152,0.732,787,2
"Existing Customer","F",49,"Unknown","Blue",3085,966,0.313,2119,3
"Existing Customer","M",49,"$80K - $120K","Blue",5275,1490,0.282,3785,3
"Existing Customer","M",41,"$60K - $80K","Blue",1950,1618,0.83,332,1
"Existing Customer","F",43,"Unknown","Blue",2341,1818,0.777,523,3
"Existing Customer","F",40,"Less than $40K","Blue",3758,2047,0.545,1711,3
"Existing Customer","M",54,"$80K - $120K","Blue",1621,618,0.381,1003,3
"Existing Customer","F",50,"$40K - $60K","Blue",10946,1912,0.175,9034,1
"Existing Customer","F",56,"Less than $40K","Blue",3422,2517,0.736,905,1
"Existing Customer","F",39,"Less than $40K","Blue",3108,778,0.25,2330,1
"Attrited Customer","F",33,"Less than $40K","Blue",3202,0,0,3202,2
"Existing Customer","F",43,"Less than $40K","Blue",1855,907,0.489,948,1
"Existing Customer","F",47,"$40K - $60K","Blue",2155,1119,0.519,1036,1
"Existing Customer","F",42,"Less than $40K","Blue",4150,2517,0.607,1633,3
"Existing Customer","M",45,"$80K - $120K","Blue",2226,1229,0.552,997,2
"Existing Customer","F",48,"$40K - $60K","Blue",1610,0,0,1610,2
"Existing Customer","F",53,"Unknown","Blue",2046,1260,0.616,786,2
"Attrited Customer","F",52,"Less than $40K","Blue",1795,0,0,1795,3
"Existing Customer","F",42,"Less than $40K","Blue",1531,987,0.645,544,2
"Existing Customer","F",53,"Less than $40K","Blue",1472,1196,0.812,276,2
"Existing Customer","F",50,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",37,"$40K - $60K","Blue",2886,2198,0.762,688,3
"Existing Customer","F",39,"Less than $40K","Silver",10024,913,0.091,9111,3
"Attrited Customer","F",52,"Less than $40K","Blue",1760,0,0,1760,4
"Existing Customer","F",38,"Less than $40K","Blue",1461,0,0,1461,1
"Attrited Customer","F",51,"$40K - $60K","Blue",8840,1794,0.203,7046,3
"Existing Customer","F",38,"$40K - $60K","Blue",4468,2395,0.536,2073,1
"Existing Customer","M",42,"$60K - $80K","Blue",2516,1360,0.541,1156,3
"Attrited Customer","F",35,"Less than $40K","Blue",1555,872,0.561,683,2
"Existing Customer","M",57,"$80K - $120K","Blue",1438.3,641,0.446,797.3,1
"Attrited Customer","M",42,"$120K +","Blue",5195,468,0.09,4727,3
"Existing Customer","M",57,"$120K +","Blue",17268,1197,0.069,16071,2
"Attrited Customer","M",37,"Unknown","Blue",1649,0,0,1649,2
"Existing Customer","F",57,"Less than $40K","Blue",1609,0,0,1609,2
"Existing Customer","F",43,"Less than $40K","Blue",3342,2517,0.753,825,2
"Existing Customer","M",63,"Less than $40K","Blue",6973,2517,0.361,4456,1
"Attrited Customer","M",43,"$120K +","Blue",17228,1331,0.077,15897,2
"Existing Customer","M",48,"$40K - $60K","Blue",1898,0,0,1898,2
"Existing Customer","F",46,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",40,"Unknown","Blue",2321,1190,0.513,1131,3
"Existing Customer","M",52,"$60K - $80K","Blue",8185,941,0.115,7244,3
"Existing Customer","M",53,"$60K - $80K","Blue",3096,0,0,3096,3
"Existing Customer","F",57,"Less than $40K","Blue",2129,1139,0.535,990,3
"Existing Customer","F",50,"Less than $40K","Blue",2615,1404,0.537,1211,2
"Attrited Customer","F",46,"$40K - $60K","Blue",3157,965,0.306,2192,3
"Attrited Customer","F",36,"Less than $40K","Blue",1707,0,0,1707,2
"Existing Customer","F",49,"Less than $40K","Blue",1838,0,0,1838,3
"Existing Customer","F",38,"Less than $40K","Blue",5523,2517,0.456,3006,1
"Attrited Customer","F",40,"Less than $40K","Blue",3021,0,0,3021,2
"Existing Customer","F",44,"Less than $40K","Blue",7317,1540,0.21,5777,1
"Existing Customer","F",59,"Less than $40K","Blue",5218,1907,0.365,3311,6
"Existing Customer","F",53,"Less than $40K","Blue",1438.3,0,0,1438.3,1
"Existing Customer","M",54,"$80K - $120K","Blue",11114,2482,0.223,8632,3
"Existing Customer","M",51,"$80K - $120K","Blue",10648,2517,0.236,8131,2
"Existing Customer","F",45,"Less than $40K","Blue",2976,2372,0.797,604,3
"Attrited Customer","F",52,"Less than $40K","Blue",6629,2517,0.38,4112,3
"Existing Customer","F",42,"Less than $40K","Blue",2812,2238,0.796,574,1
"Existing Customer","M",48,"$80K - $120K","Blue",10761,1722,0.16,9039,1
"Existing Customer","F",40,"Less than $40K","Blue",1968,1781,0.905,187,3
"Existing Customer","M",55,"Less than $40K","Blue",3897,1247,0.32,2650,2
"Existing Customer","M",45,"$40K - $60K","Blue",4721,1289,0.273,3432,2
"Existing Customer","M",40,"$80K - $120K","Silver",34516,2052,0.059,32464,1
"Existing Customer","F",33,"Less than $40K","Blue",2831,1167,0.412,1664,1
"Existing Customer","F",57,"Unknown","Blue",2312,1789,0.774,523,4
"Existing Customer","M",51,"$80K - $120K","Blue",8924,0,0,8924,1
"Attrited Customer","F",58,"Less than $40K","Blue",1508,0,0,1508,2
"Existing Customer","F",53,"Less than $40K","Blue",1438.3,630,0.438,808.3,3
"Existing Customer","M",46,"$80K - $120K","Blue",21350,1724,0.081,19626,1
"Attrited Customer","F",57,"Unknown","Blue",1438.3,0,0,1438.3,5
"Existing Customer","F",52,"Unknown","Blue",10431,2163,0.207,8268,3
"Existing Customer","M",40,"$40K - $60K","Blue",1438.3,0,0,1438.3,1
"Existing Customer","F",37,"Unknown","Blue",2346,1621,0.691,725,2
"Attrited Customer","F",47,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","F",38,"Less than $40K","Blue",2369,0,0,2369,3
"Existing Customer","F",42,"Less than $40K","Blue",3659,0,0,3659,1
"Existing Customer","F",38,"Less than $40K","Blue",2153,1392,0.647,761,5
"Existing Customer","F",47,"Less than $40K","Blue",9430,0,0,9430,3
"Existing Customer","M",45,"$80K - $120K","Silver",34516,1495,0.043,33021,2
"Existing Customer","F",44,"$40K - $60K","Blue",3897,2296,0.589,1601,3
"Existing Customer","M",47,"$80K - $120K","Blue",11671,1304,0.112,10367,1
"Existing Customer","M",48,"$60K - $80K","Blue",11367,1999,0.176,9368,3
"Existing Customer","F",42,"$40K - $60K","Blue",2575,2136,0.83,439,1
"Existing Customer","F",42,"$40K - $60K","Blue",3433,1869,0.544,1564,1
"Existing Customer","M",44,"$60K - $80K","Blue",7317,959,0.131,6358,2
"Existing Customer","F",46,"Less than $40K","Blue",4416,1333,0.302,3083,2
"Existing Customer","M",39,"$60K - $80K","Blue",1715,0,0,1715,2
"Existing Customer","F",57,"$40K - $60K","Blue",3667,809,0.221,2858,3
"Attrited Customer","F",54,"Unknown","Blue",1874,0,0,1874,3
"Existing Customer","F",50,"Less than $40K","Blue",1438.3,491,0.341,947.3,1
"Existing Customer","F",56,"Less than $40K","Blue",1579,768,0.486,811,2
"Existing Customer","F",54,"$40K - $60K","Blue",1626,0,0,1626,1
"Existing Customer","F",50,"Less than $40K","Blue",1596,1185,0.742,411,2
"Existing Customer","F",56,"$40K - $60K","Blue",2604,1395,0.536,1209,2
"Existing Customer","F",61,"Unknown","Blue",3359,1405,0.418,1954,3
"Existing Customer","F",38,"$40K - $60K","Blue",2363,2033,0.86,330,3
